input_a,input_b,output
18620100303392513394061319398115492116182483,23047750936453058681967790261699025302579699,41667851239845572076029109659814517418762182
73049774334839018762688718390956897038635166,89535642722132473850161217538558887742353052,162585417056971492612849935929515784780988218
46418455219374658782645350092866754409235731,52924107393778742559809547254171743624766551,99342562613153391342454897347038498034002282
23102205310257394434234009470357526258651225,56084677937301863594659881626635541635074991,79186883247559258028893891096993067893726216
79074071807839916265397125246649787128327469,97654036338703842940137621592856446265535235,176728108146543759205534746839506233393862704
50228620180688626222136400406037387377642562,52166981494693193218376974016456196861780948,102395601675381819440513374422493584239423510
69058360334833660246681865525142070231722368,26029474670240375286456831108033879373126895,95087835005074035533138696633175949604849263
78132169570555380438167993597575868264900953,92889618087829471348389508043210605319158662,171021787658384851786557501640786473584059615
85708309962893700044081505440749197255311421,54444177637330573419976868440099886823868626,140152487600224273464058373880849084079180047
81519980653982444328875694957852048001929230,59055394452977548321100960564357732819504233,140575375106959992649976655522209780821433463
91801852922294228512764113105983496241001964,62437765396747160522422021338535899738888738,154239618319041389035186134444519395979890702
51214635698797490050318618416950901915491372,77572257689992185148040439043618667351683625,128786893388789675198359057460569569267174997
15767013131803988275320100720679535561487400,67780782577823074403308579097401596988322700,83547795709627062678628679818081132549810100
39219174625984083042782856576252453284289446,41281674690428296814454773957647004000462834,80500849316412379857237630533899457284752280
97984999063275211239370354493935554521562991,32007927347588216594600662452228124994170595,129992926410863427833971016946163679515733586
71384126388805168441569760210565317885626034,95989385424128144173901317741745417728565761,167373511812933312615471077952310735614191795
78146895969160144152361260255895235765426629,50980818064574767122227799439334838566396390,129127714033734911274589059695230074331823019
55279468302849417555943747170507719715311389,43081138313227004525664252806890939831128170,98360606616076422081607999977398659546439559
96519443092051528061190941736881308196667682,24868799967348567665377572596967415263563975,121388243059400095726568514333848723460231657
79967211847197535497209504212209134328861848,84450417024463994871548426061450698447349448,164417628871661530368757930273659832776211296
49013806415354937581052531706052478027399162,52605928437534905510777684540540317724601699,101619734852889843091830216246592795752000861
52720216373727749999317927545375001426594936,72313259002920837169774766287177376903058367,125033475376648587169092693832552378329653303
95667642730648942490795953560309929568998772,97499593881270353433419625137947050361870217,193167236611919295924215578698256979930868989
11402841081044840496456122521477441081833045,34896443531909565554651507594442292698160098,46299284612954406051107630115919733779993143
87632600767551000577592140011085173112774713,45678817743125475182308359261249043330402048,133311418510676475759900499272334216443176761
15331593821667102231286419674545609959607030,43917546772334749931543433486652770343624578,59249140594001852162829853161198380203231608
14725396827159939895279729051887537759079973,44399632475558203662223658927740231800241208,59125029302718143557503387979627769559321181
19230681308014866561534978127996687373875168,90838634016282846701780308116037437103573996,110069315324297713263315286244034124477449164
12324562553812641977191658188750708628729098,86673324581446865191361431708951005049516263,98997887135259507168553089897701713678245361
41118768491358039472629122364084810290162255,66929767546376812401768080257663664548149654,108048536037734851874397202621748474838311909
65128499648038886626095183019692649985923213,98955069279945010577273053913689584364606055,164083568927983897203368236933382234350529268
46585594620902034156317416897791083978175621,96287203183011137110596969053449180568149283,142872797803913171266914385951240264546324904
90889864930396057789922250481248000408692772,90322787930428066134117685453625164304980970,181212652860824123924039935934873164713673742
12028096559998200990503378647998911827140304,75019067438456708989568750422222829528809346,87047163998454909980072129070221741355949650
82545889053078094155362238837487619388388183,36968324611668456633982432247919633583880330,119514213664746550789344671085407252972268513
86575344528575537628332049489446400466218517,68384456168773504712988300964294804015756607,154959800697349042341320350453741204481975124
43122858026032943830234354332097948341905216,65541256724180793964034169619676211212988899,108664114750213737794268523951774159554894115
89646065830249818492415368193755547344260795,72055945932403649452387774373213195130829235,161702011762653467944803142566968742475090030
94027557873694541900708980518020161859507233,56123021729816937488272128394690625982100347,150150579603511479388981108912710787841607580
72612503316517509704537267736974851893992295,80136562250232467694340581346528436361662419,152749065566749977398877849083503288255654714
66195120462164128677535023558625779481068591,80755180133124298375544301946768293468987903,146950300595288427053079325505394072950056494
99237114783155498235961911986349710220789679,23591557763629620745913035613187806646338409,122828672546785118981874947599537516867128088
68835625613438290225690753631022184562367335,92186891534492328627508038438158676303789346,161022517147930618853198792069180860866156681
37270552253471276253386064785319021506881315,45413142912457395633042171354118605530586461,82683695165928671886428236139437627037467776
52232638762964320345310642061291638120641498,76122704085312733483471921721783113206517925,128355342848277053828782563783074751327159423
32151759457713119144362298974650334657038072,67111242894036545681114368546221458973962065,99263002351749664825476667520871793630900137
84547264776160261617717307605910571230860033,57241208761006037999183713662889243085605724,141788473537166299616901021268799814316465757
74044591109974545448917309044874168551766608,87544216250979977274977321250589256519585224,161588807360954522723894630295463425071351832
81676151054761612729937768196639418569878013,58528353982363809080236301356868927991073729,140204505037125421810174069553508346560951742
12303048797533383983613315282947254525331003,13295058932345302805179825394516828175896171,25598107729878686788793140677464082701227174
17711471005011902493240932626680059700781927,50223551870237871113585048948937387086026356,67935022875249773606825981575617446786808283
36647985148664471641591427491198428547060394,75621241193133625661023333103006506615135500,112269226341798097302614760594204935162195894
50912621444886281427342381093447019529200859,83280618849427835748792873455853740237054075,134193240294314117176135254549300759766254934
99282931906296967701833797819983928324485936,84534758134012793485038521033831815929362775,183817690040309761186872318853815744253848711
30874854341684349054823176434625805691762639,67971525254268304574652276799895333656859501,98846379595952653629475453234521139348622140
98412654012640715191001796569471950458337012,14378955922765444893019964825213367525059022,112791609935406160084021761394685317983396034
43549113491849629149166296975018491542937960,88130779352551625315028657377731977668873154,131679892844401254464194954352750469211811114
33511931925970011869163688176337296793363140,41787131679339408779910474245891729827889625,75299063605309420649074162422229026621252765
88546093667445682831146302068831928337556182,79711392706424045458472821805246671587495802,168257486373869728289619123874078599925051984
39216152450195032116676819201627998513763797,23893723405683215977431322959927439115071978,63109875855878248094108142161555437628835775
97240884918594638246722253602700507237016305,68551483682338230935069932421598297393125661,165792368600932869181792186024298804630141966
37839162337987719140396822987742130914521788,88321735155053769588236531938953136873504614,126160897493041488728633354926695267788026402
43948675420915138565440757703695773437318566,36534209028071153857203273217430289163147315,80482884448986292422644030921126062500465881
86797573576100085397272692344371685705136674,45623155983228232880446619980270815699241357,132420729559328318277719312324642501404378031
